sponsor,xml,title,summary,start_year,start_month,phase,conditions,enrollment,status,meshes,condition_final
Roche,NCT02367781.xml,"A Phase III Multicenter, Randomized, Open-Label Study Evaluating the Efficacy and Safety of Atezolizumab (MPDL3280A, Anti-PD-L1 Antibody) in Combination With Carboplatin+Nab-Paclitaxel for Chemotherapy-Naive Patients With Stage IV Non-Squamous Non-Small Cell Lung Cancer","This randomized Phase III, multicenter, open-label study is designed to evaluate the safety and efficacy of atezolizumab (an engineered anti-programmed death-ligand 1 [PD-L1] antibody) in combination with carboplatin+nab-paclitaxel compared with treatment with carboplatin+nab-paclitaxel in chemotherapy-naive participants with Stage IV non-squamous NSCLC. Participants will be randomized in a 2:1 ratio to Arm A (Atezolizumab+Nab-Paclitaxel+Carboplatin) or Arm B (Nab-Paclitaxel+Carboplatin).",2015,4,Phase 3,"['Carcinoma, Non-Small-Cell Lung']",724,"Active, not recruiting","['Carcinoma, Non-Small-Cell Lung']","Carcinoma, Non-Small-Cell Lung"
Roche,NCT02367794.xml,"A Phase III, Open-Label, Multicenter, Randomized Study Evaluating the Efficacy and Safety of Atezolizumab (MPDL3280A, Anti-PD-L1 Antibody) in Combination With Carboplatin+Paclitaxel or Atezolizumab in Combination With Carboplatin+Nab-Paclitaxel Versus Carboplatin+Nab-Paclitaxel in Chemotherapy-Naive Patients With Stage IV Squamous Non-Small Cell Lung Cancer","This randomized, open-label study will evaluate the safety and efficacy of atezolizumab (MPDL3280A) in combination with carboplatin + paclitaxel or carboplatin + nab-paclitaxel compared with treatment with carboplatin + nab-paclitaxel in chemotherapy-naive participants with Stage IV squamous NSCLC.",2015,6,Phase 3,['Squamous Non-Small Cell Lung Cancer'],1021,"Active, not recruiting","['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Roche,NCT02402712.xml,NA,"This is an open-label, single-arm, multicenter, Phase IIIb study to evaluate the safety and tolerability of Herceptin SC in combination with Perjeta IV plus docetaxel in female patients with HER2-positive metastatic or locally recurrent breast cancer. Enrolled patients are to receive study medication until disease progression, unacceptable toxicity, withdrawal of consent, death, or predefined study end, whichever occurs first. The anticipated time on study treatment is approximately 24 months. The target sample size is 400.",2015,5,Phase 3,['Breast Cancer'],418,"Active, not recruiting",['Breast Neoplasms'],Breast Neoplasms
Roche,NCT02409342.xml,"A Phase III, Open Label, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) Compared With a Platinum Agent (Cisplatin or Carboplatin) in Combination With Either Pemetrexed or Gemcitabine for PD-L1-Selected, Chemotherapy-Naive Patients With Stage IV Non-Squamous Or Squamous Non-Small Cell Lung Cancer","This randomized, open-label study will evaluate the efficacy and safety of atezolizumab compared with chemotherapy consisting of a platinum agent (cisplatin or carboplatin per investigator discretion) combined with either pemetrexed (non-squamous disease) or gemcitabine (squamous disease) in programmed death-ligand 1 (PD-L1)-selected, chemotherapy-naive participants with Stage IV Non-Squamous or Squamous NSCLC.",2015,7,Phase 3,"['Non-Squamous Non-Small Cell Lung Cancer, Squamous Non-Small Cell Lung Cancer']",572,"Active, not recruiting","['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']","Carcinoma, Non-Small-Cell Lung"
Roche,NCT02409355.xml,"A Phase III, Open-Label, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) Compared With Gemcitabine+Cisplatin or Carboplatin for PD-L1-Selected, Chemotherapy Naive Patients With Stage IV Squamous Non-Small Cell Lung Cancer","This randomized, open-label study was designed to evaluate and compare the safety and efficacy of atezolizumab with gemcitabine + cisplatin or carboplatin in PD-L1 selected participants with chemotherapy-naive, Stage IV squamous NSCLC. The study was closed due to low patient enrollment and the Sponsor's decision to include patients with squamous NSCLC into the GO29431 study, NCT02409342. Therefore the planned objectives of this study are no longer applicable and formal analyses of efficacy or safety have not been performed.",2015,5,Phase 3,['Non-Small Cell Lung Cancer'],8,Terminated,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Roche,NCT02419742.xml,"An Indian Multicentric Open Label Prospective Phase IV Study to Evaluate Safety and Efficacy of Trastuzumab in Her2 Positive, Node Positive or High Risk Node Negative Breast Cancer as Part of a Treatment Regimen Consisting of Doxorubicin, Cyclophosphamide, With Either Docetaxel or Paclitaxel (AC-TH) or Docetaxel and Carboplatin (TCH)","This is a prospective, Phase IV, multi-center, single arm, open-label, interventional study to evaluate the safety of trastuzumab for the treatment of human epidermal growth factor receptor 2 protein (HER2)-positive node positive or high risk node negative breast cancer participants with regimen consisting of doxorubicin and cyclophosphamide followed by either paclitaxel or docetaxel (AC-TH Regimen) or a regimen consisting of docetaxel and carboplatin (TCH Regimen) in Indian population.",2015,8,Phase 4,['Breast Cancer'],109,Recruiting,['Breast Neoplasms'],Breast Neoplasms
Roche,NCT02420821.xml,"A Phase III, Open-Label, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Bevacizumab Versus Sunitinib in Patients With Untreated Advanced Renal Cell Carcinoma","This multi-center, randomized, open-label study will evaluate the efficacy and safety of atezolizumab plus bevacizumab versus sunitinib in participants with inoperable, locally advanced, or metastatic RCC who have not received prior systemic active or experimental therapy, either in the adjuvant or metastatic setting.",2015,5,Phase 3,['Renal Cell Carcinoma'],915,"Active, not recruiting","['Carcinoma', 'Carcinoma, Renal Cell']","Carcinoma, Renal Cell"
Roche,NCT02425891.xml,"A Phase III, Multicenter, Randomized, Placebo-Controlled Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Nab-Paclitaxel Compared With Placebo With Nab-Paclitaxel for Patients With Previously Untreated Metastatic Triple-Negative Breast Cancer","This multicenter, randomized, double-blind study will evaluate the efficacy, safety, and pharmacokinetics of atezolizumab (MPDL3280A) administered with nab-paclitaxel compared with placebo in combination with nab-paclitaxel in participants with locally advanced or metastatic triple-negative breast cancer (TNBC) who have not received prior systemic therapy for metastatic breast cancer (mBC). The safety of single-agent nab-paclitaxel has been determined in previous studies of participants with mBC and the safety data to date suggest that atezolizumab can be safely combined with standard chemotherapy agents.",2015,6,Phase 3,['Triple Negative Breast Cancer'],900,"Active, not recruiting","['Breast Neoplasms', 'Triple Negative Breast Neoplasms']",Breast Neoplasms
Roche,NCT02441465.xml,"A Phase 1, Open-Label, Absolute Bioavailability Study of Vemurafenib in Patients With BRAF^V600 Mutation-Positive Malignancies","The purpose of this study is to characterize the pharmacokinetics (PK) of a single intravenous (IV) infusion of 14C-labeled vemurafenib administered shortly after an oral dose of vemurafenib and following multiple oral doses of vemurafenib twice daily (BID) at steady state as well as to estimate the absolute bioavailability of multiple oral doses of vemurafenib BID at steady state in participants with BRAF^V600 mutation-positive malignancies. The study has two periods: Period A and Period B. During Period A, participants will receive vemurafenib BID orally from Day 1 to Day 20 and during Period B, participants will receive single IV infusion of 14C-labeled vemurafenib along with vemurafenib BID oral dose.",2015,8,Phase 1,"['Malignant Melanoma, Cancer']",6,Completed,['Melanoma'],Melanoma
Roche,NCT02445586.xml,"A Phase IV, Multicenter, Open-Label, Single-Arm Study of Pertuzumab (in Combination With Trastuzumab and Docetaxel) in First Line Treatment of Indian Patients With HER2-Positive Advanced (Metastatic or Locally Recurrent) Breast Cancer","This is a Phase 4, single-arm, open-label, multicenter study to assess the safety and efficacy of pertuzumab in combination with trastuzumab and docetaxel for the treatment of participants with human epidermal growth factor receptor 2 (HER2)-positive advanced (locally recurrent, unresectable, or metastatic) breast cancer.",2015,8,Phase 4,['Breast Cancer'],52,Completed,['Breast Neoplasms'],Breast Neoplasms
Roche,NCT02450331.xml,"A Phase III, Open-Label, Multicenter, Randomized Study of Atezolizumab (Anti-PD-L1 Antibody) Versus Observation as Adjuvant Therapy in Patients With High-Risk Muscle-Invasive Urothelial Carcinoma After Surgical Resection","This Phase III, open-label, randomized, multicenter study is to evaluate the efficacy and safety of adjuvant treatment with atezolizumab compared with observation in participants with muscle-invasive UC who are at high risk for recurrence following resection. Eligible participants will be randomized by a 1:1 ratio into atezolizumab group or control group.",2015,10,Phase 3,"['Carcinoma, Transitional Cell']",811,"Active, not recruiting","['Carcinoma', 'Carcinoma, Transitional Cell']","Carcinoma, Transitional Cell"
Roche,NCT02467907.xml,"A Multicenter Open-Label Single-Arm Phase II Study Evaluating the Safety and Efficacy of Bevacizumab in Combination With Carboplatin and Paclitaxel in Patients With Metastatic, Recurrent or Persistent Cervical Cancer","This study is to assess safety as defined by the frequency and severity of gastrointestinal (GI) perforation/fistula, GI-vaginal fistula and genitourinary (GU) fistula in participants treated with bevacizumab 15 milligrams per kilogram (mg/kg) in combination with paclitaxel and carboplatin, all repeated every 3 weeks, for recurrent, persistent or metastatic cervical cancer. In addition, this study will include evaluation of the overall safety profile of bevacizumab in combination with paclitaxel and carboplatin in this setting, assessment of GI perforation/fistula, GI-vaginal fistula and GU fistula events over time, and evaluation of efficacy.",2015,7,Phase 2,['Cervical Cancer'],152,"Active, not recruiting",['Uterine Cervical Neoplasms'],Uterine Cervical Neoplasms
Roche,NCT02480010.xml,"An Open Label, Phase II, Multicenter Study to Evaluate the Efficacy and Safety of a Recombinant Humanized Antibody to HER2 (Pertuzumab) Administered Every 3 Weeks to Patients With Hormone-Refractory Prostate Cancer Who Have Not Been Treated With Chemotherapy","This study will evaluate the efficacy and safety of intravenous (IV) pertuzumab in participants with hormone-refractory prostate cancer who have had no previous chemotherapy. Participants will be enrolled in two stages, the first (Cohort A) at a lower 420-mg dose and the second (Cohort B) at a higher 1050-mg dose based upon observations in Cohort A. Up to 50 participants may enter either cohort, for a total enrollment between 46 and 73 participants across 9 study centers.",2003,9,Phase 2,['Prostate Cancer'],68,Terminated,['Prostatic Neoplasms'],Prostatic Neoplasms
Roche,NCT02486718.xml,"A Phase III, Open-Label, Randomized Study to Investigate the Efficacy and Safety of Atezolizumab (Anti-PD-L1 Antibody) Compared With Best Supportive Care Following Adjuvant Cisplatin-Based Chemotherapy in Patients With Completely Resected Stage IB-IIIA Non-Small Cell Lung Cancer","This is a Phase III, global, multicenter, open-label, randomized study to compare the efficacy and safety of 16 cycles (1 cycle duration=21 days) of atezolizumab (MPDL3280A) treatment compared with best supportive care (BSC) in participants with Stage IB-Stage IIIA non-small cell lung cancer (NSCLC) following resection and adjuvant chemotherapy, as measured by disease-free survival (DFS) as assessed by the investigator and overall survival (OS). Participants, after completing up to 4 cycles of adjuvant cisplatin-based chemotherapy, will be randomized in a 1:1 ratio to receive atezolizumab for 16 cycles or BSC.",2015,10,Phase 3,['Non-Small Cell Lung Cancer'],1127,"Active, not recruiting","['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Roche,NCT02491892.xml,"Open-Label, Phase II, Multicenter, Randomized Study of Efficacy and Safety for Two Different Doses of a Recombinant Humanized Antibody to HER2 (rhuMAb 2C4) Administered Every 3 Weeks to Patients With Metastatic Breast Cancer With Low Expression of HER2",This study will evaluate the efficacy and safety of pertuzumab (rhuMAb 2C4) in participants with metastatic breast cancer which has progressed during or after standard chemotherapy and which is not amenable to curative therapy. Those who are maintaining a response to therapy or who have stable disease at the end of the formal study period will continue treatment until disease progression or unacceptable toxicity. Approximately 120 participants will be enrolled.,2003,2,Phase 2,['Breast Cancer'],79,Completed,['Breast Neoplasms'],Breast Neoplasms
Roche,NCT02507375.xml,"Phase Ib, Open-label, Multi-center Study of the Combination of Pertuzumab and Erlotinib in Patients With Locally Advanced or Metastatic (Stage IIIb/IV) NSCLC After Failure of at Least One Prior Chemotherapy Regimen.","This study will assess the safety and tolerability, and make a preliminary assessment of activity, of a combination of pertuzumab and erlotinib in patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) who have failed on at least one prior chemotherapy regimen. The anticipated time on study treatment is until disease progression or unacceptable toxicity, and the target sample size is less than 100 individuals.",2006,9,Phase 1,['Non-Small Cell Lung Cancer'],17,Completed,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Roche,NCT02553707.xml,"Open-Label Study to Establish the Short Term Efficacy of Intravenous Loading-Doses of Bondronat 6 mg in Patients With Breast Cancer and Skeletal Metastases Experiencing Moderate to Severe Pain, Within 7 Days After Initiation of Treatment","This study will assess the short term efficacy of ibandronate (6 mg intravenous [IV]) in participants with breast cancer and malignant bone disease, with moderate to severe pain. All participants will receive an IV infusion of ibandronate on Days 1, 2, and 3, and pain response will be measured on Days 1-7. The anticipated time on study treatment is 3 days, and the target sample size is 182 individuals.",2006,7,Phase 4,['Pain; Bone Neoplasms; Neoplasm Metastasis'],182,Completed,"['Neoplasm Metastasis', 'Bone Neoplasms']",Bone Neoplasms
Roche,NCT02560974.xml,"A Phase III Study Comparing Adjuvant Chemotherapy Consisting of Capecitabine/Oxaliplatin Versus Surgery Alone in Patients With Stage II (T1N2, T2N1, T3N0), IIIa (T2N2, T3N1, T4N0) and IIIb (T3N2) Gastric Adenocarcinoma","This study will compare capecitabine/oxaliplatin as adjuvant chemotherapy versus observation alone in chemotherapy-naive participants who have undergone potentially curative resection for gastric cancer. Participants will be randomized to either the chemotherapy arm or the observation arm. Capecitabine will be administered orally, 1000 milligrams per meter-squared (mg/m^2) twice daily (BID) on Days 1 to 15 of a 3-week cycle, for 8 cycles, and oxaliplatin will be administered as an intravenous (IV) infusion, 130 mg/m^2 every 3 weeks for 8 cycles. The anticipated time on study treatment in 6 months and the target sample size is 1024 individuals.",2006,6,Phase 3,['Gastric Cancer'],1035,Completed,['Stomach Neoplasms'],Stomach Neoplasms
Roche,NCT02561039.xml,"Randomized, Open Label Study to Assess the Efficacy and Safety of the Intravenous and Oral Ibandronic Acid for Improving the Performance Status of Patients With Malignant Bone Disease Secondary to Solid Tumors and Hematological Malignancies","This study will assess the efficacy and safety of ibandronate (Bondronat), administered intravenously (IV) or orally (PO), in participants with malignant bone disease and moderate to severe pain. Participants will be randomized to receive ibandronate either as a 6-mg IV infusion every 3 to 4 weeks or a 50-mg tablet PO daily. Pain response and Karnofsky Performance Index (KPI) will be measured at intervals throughout the study. The anticipated time on study treatment is 4 months and the target sample size is 150 individuals.",2006,12,Phase 3,['Pain; Bone Neoplasms; Neoplasm Metastasis'],97,Completed,"['Neoplasm Metastasis', 'Bone Diseases', 'Bone Neoplasms']",Bone Neoplasms
Roche,NCT02563054.xml,An Open-Label Randomized International Multi-Center Phase III Study of Capecitabine (Xeloda) in Combination With Cisplatin Versus FU/Cisplatin in Patients With Advanced and/or Metastatic Gastric Cancer,"This study will evaluate the efficacy and safety of oral capecitabine (Xeloda) versus 5-fluorouracil (5-FU), in combination with intravenous (IV) cisplatin, in participants with advanced and/or metastatic gastric cancer. The anticipated time on study treatment is at least 6 weeks and continued up to disease progression, and the target sample size is 300 individuals.",2003,4,Phase 3,['Gastric Cancer'],316,Completed,['Stomach Neoplasms'],Stomach Neoplasms
Roche,NCT02564107.xml,"An Open Label Study of the Efficacy, Safety, and Pharmacoeconomics of Oral Ibandronate (Bondronat 50 mg) in Treatment of Metastatic Bone Disease","This study will evaluate the efficacy, safety, and effect on quality of life of oral ibandronate (Bondronat) in participants with breast cancer and metastatic bone disease. The anticipated time on study treatment is 25 weeks, and the target sample size is 50 individuals.",2004,11,Phase 4,['Pain; Bone Neoplasms; Neoplasm Metastasis'],48,Completed,"['Neoplasm Metastasis', 'Bone Diseases', 'Bone Neoplasms']",Bone Neoplasms
Roche,NCT02564614.xml,"A Phase 1b, Proof of Mechanism, Open-label Study of RO7070179, a Hypoxia-inducible Factor 1a (HIF1A) mRNA Antagonist in Adult Subjects With Hepatocellular Carcinoma (HCC)","This open-label study will demonstrate proof-of-mechanism of HIF1A inhibition by a decrease of HIF1A mRNA after intravenous (IV) infusion of RO7070179 in participants with hepatocellular carcinoma (HCC) who have failed at least one line of systemic therapy. This will be a single arm study and all participants will receive RO7070179, 13 milligram per kilogram per week (mg/kg/week), 2-hour IV infusion on Days 1 and 4 during Week 1 of Cycle 1, followed by once weekly in 6 week cycle. Treatment with RO7070179 will be continued until disease progression or unacceptable toxicity.",2016,5,Phase 1,"['Carcinoma, Hepatocellular']",9,Completed,"['Carcinoma', 'Carcinoma, Hepatocellular', 'Hypoxia']","Carcinoma, Hepatocellular"
Roche,NCT02565641.xml,"An Open-label, Phase II Study of Capecitabine Plus Gemcitabine in Patients With Locally Advanced or Metastatic Pancreatic Cancer","This study will evaluate the efficacy and safety of oral capecitabine plus intravenous (IV) gemcitabine in participants with locally advanced or metastatic pancreatic cancer. The anticipated time on study treatment is 3 to 12 months, and the target sample size is 56 individuals.",2003,3,Phase 2,['Pancreatic Cancer'],63,Completed,['Pancreatic Neoplasms'],Pancreatic Neoplasms
Roche,NCT02567331.xml,"An Open-label Study of the Safety, Tolerability, and Response Rate of Xeloda in Treatment-naïve Patients With Metastatic Colorectal Cancer","This study will evaluate the efficacy, safety, and pharmacoeconomics of oral capecitabine in patients with metastatic colorectal cancer. The anticipated time on study treatment is 3-12 months, and the target sample size is 28 individuals.",2004,10,Phase 4,['Colorectal Cancer'],28,Completed,['Colorectal Neoplasms'],Colorectal Neoplasms
Roche,NCT02568267.xml,"An Open-Label, Multicenter, Global Phase 2 Basket Study of Entrectinib for the Treatment of Patients With Locally Advanced or Metastatic Solid Tumors That Harbor NTRK1/2/3, ROS1, or ALK Gene Rearrangements","This is an open-label, multicenter, global Phase 2 basket study of entrectinib (RXDX-101) for the treatment of patients with solid tumors that harbor an NTRK1/2/3, ROS1, or ALK gene fusion. Patients will be assigned to different baskets according to tumor type and gene fusion.",2015,11,Phase 2,"['Breast Cancer', 'Cholangiocarcinoma', 'Colorectal Cancer', 'Head and Neck Neoplasms', 'Lymphoma, Large-Cell, Anaplastic', 'Melanoma', 'Neuroendocrine Tumors', 'Non-Small Cell Lung Cancer', 'Ovarian Cancer', 'Pancreatic Cancer', 'Papillary Thyroid Cancer', 'Primary Brain Tumors', 'Renal Cell Carcinoma', 'Sarcomas', 'Salivary Gland Cancers', 'Adult Solid Tumor']",300,Recruiting,"['Neoplasms', 'Carcinoma, Non-Small-Cell Lung', 'Melanoma', 'Colorectal Neoplasms', 'Pancreatic Neoplasms', 'Sarcoma', 'Ovarian Neoplasms', 'Carcinoma, Renal Cell', 'Brain Neoplasms', 'Thyroid Neoplasms', 'Neuroendocrine Tumors', 'Cholangiocarcinoma', 'Salivary Gland Neoplasms', 'Head and Neck Neoplasms', 'Carcinoma', 'Lymphoma, Large-Cell, Anaplastic']",Head and Neck Neoplasms
Roche,NCT02576964.xml,An Open-Label Phase II Study of Capecitabine in Combination With Pegylated Interferon Alfa-2a in Patients With Advanced Hepatocellular Carcinoma,"This study will evaluate the efficacy and safety of capecitabine (Xeloda) in combination with peginterferon alfa-2a (Pegasys) in participants with advanced liver cancer who have had no prior treatment. The anticipated time on study treatment is until disease progression, and the target sample size is 43 individuals.",2005,1,Phase 2,"['Carcinoma, Hepatocellular']",16,Completed,"['Carcinoma', 'Carcinoma, Hepatocellular']","Carcinoma, Hepatocellular"
Roche,NCT02581423.xml,Phase IV Clinical Study of Safety and Tolerability of Oral Xeloda (Capecitabine) in Adjuvant Treatment of Resected Cancer of the Colon,"This study will evaluate the safety and tolerability of capecitabine (Xeloda) in participants who have undergone surgery for colon cancer. Oral Xeloda will be administered twice daily in 3-week cycles for a total of up to 8 cycles. The anticipated time on study treatment is 24 weeks, and the target sample size is 70 individuals.",2005,8,Phase 4,['Colorectal Cancer'],63,Completed,['Colorectal Neoplasms'],Colorectal Neoplasms
Roche,NCT02582970.xml,An Expanded Access Program of AvastinTM (Bevacizumab) in Patients With Metastatic Cancer of the Colon or Rectum,"This expanded access study will assess the efficacy and safety of intravenous (IV) bevacizumab in combination with chemotherapy regimens as first-line treatment of metastatic cancer of the colon or rectum. The anticipated median time on study treatment is approximately 10 months, and the target sample size is 40 individuals.",2005,5,Phase 4,['Colorectal Cancer'],40,Completed,"['Colorectal Neoplasms', 'Neoplasm Metastasis', 'Colonic Neoplasms']",Colorectal Neoplasms
Roche,NCT02586025.xml,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled, Phase III Study to Evaluate Pertuzumab in Combination With Docetaxel and Trastuzumab as Neoadjuvant Therapy, and Pertuzumab in Combination With Trastuzumab as Adjuvant Therapy After Surgery and Chemotherapy in Patients With Early-Stage or Locally Advanced HER2-Positive Breast Cancer","This is an Asia-Pacific regional, randomized, double-blind, multicenter trial designed to evaluate treatment with trastuzumab + pertuzumab + docetaxel compared with trastuzumab + placebo + docetaxel in chemotherapy-naïve participants with early-stage or locally advanced HER2-positive breast cancer. The anticipated treatment duration is approximately 17 months.",2016,3,Phase 3,['Breast Cancer'],329,"Active, not recruiting",['Breast Neoplasms'],Breast Neoplasms
Roche,NCT02604342.xml,"Randomized, Multicenter, Phase III, Open-Label Study of Alectinib Versus Pemetrexed or Docetaxel in Anaplastic Lymphoma Kinase-Positive Advanced Non Small Cell Lung Cancer Patients Previously Treated With Platinum-Based Chemotherapy and Crizotinib","This randomized active-controlled multicenter Phase III open-label study will evaluate and compare between treatment groups the efficacy of alectinib versus chemotherapy in participants with ALK-positive advanced NSCLC who were previously treated with chemotherapy and crizotinib, as measured by investigator-assessed progression-free survival (PFS) and to evaluate and compare between treatment groups the central nervous system (CNS) objective response rate (C-ORR) in participants with measurable CNS metastases at baseline, as assessed by an Independent Review Committee (IRC).",2015,11,Phase 3,['Non-small Cell Lung Cancer'],107,Completed,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Roche,NCT02605915.xml,"A Phase Ib, Open-Label Study Evaluating the Safety and Pharmacokinetics of Atezolizumab (Anti−PD-L1 Antibody) in Combination With Trastuzumab Emtansine or With Trastuzumab and Pertuzumab (With and Without Docetaxel) in Patients With HER2-Positive Breast Cancer and Atezolizumab With Doxorubicin and Cyclophosphamide in HER2-Negative Breast Cancer","This is a Phase Ib, open-label, two-stage study with two active regimens in each stage designed to evaluate the safety and tolerability of combination treatment with atezolizumab, trastuzumab, and pertuzumab (with and without docetaxel) or atezolizumab and trastuzumab emtansine in participants with human epidermal growth factor receptor 2 (HER2) positive metastatic breast cancer (MBC) and locally advanced early breast cancer (EBC), and atezolizumab with doxorubicin and cyclophosphamide in HER2-negative breast cancer.",2015,12,Phase 1,"['HER2-Positive Metastatic Breast Cancer', 'HER2-Negative Metastatic Breast Cancer', 'Locally Advanced or Early Breast Cancer']",98,"Active, not recruiting",['Breast Neoplasms'],Breast Neoplasms
Roche,NCT02608073.xml,A Multi-Center Phase II Trial of Capecitabine (Xeloda) in Combination With Cisplatin as First Line Chemotherapy in Patients With Metastatic Nasopharyngeal Carcinoma,"This study will evaluate the efficacy, safety, tolerability, and effect on quality of life of oral capecitabine in combination with intravenous (IV) cisplatin in participants with metastatic nasopharyngeal cancer. Participants will receive up to 8 cycles of capecitabine treatment, and cisplatin will be administered on the first day of each cycle. The anticipated time on study treatment is up to 24 weeks, and the target sample size is 44 individuals.",2004,11,Phase 2,['Nasopharyngeal Cancer'],45,Completed,['Nasopharyngeal Neoplasms'],Nasopharyngeal Neoplasms
Roche,NCT02627274.xml,"An Open-Label, Multicenter, Dose-Escalation, Phase Ia/Ib Study to Evaluate Safety, Pharmacokinetics, and Therapeutic Activity of RO6874281, an Immunocytokine Consisting of Interleukin 2 Variant (IL-2v) Targeting Fibroblast Activation Protein-α (FAP), as a Single Agent (Part A) or in Combination With Trastuzumab or Cetuximab (Part B or C)","This first-in-human, open-label, multicenter, Phase Ia/Ib, adaptive, multiple ascending-dose study will evaluate the safety, tolerability, pharmacokinetics (PK), pharmacodynamics (PD), and preliminary anti-tumor activity of RO6874281 as a single agent (Part A) or in combination with trastuzumab or cetuximab (Part B or C).",2015,12,Phase 1,"['Solid Tumor', 'Breast Cancer', 'Cancer of Head and Neck']",180,Recruiting,['Head and Neck Neoplasms'],Head and Neck Neoplasms
Roche,NCT02657434.xml,"A Phase III, Open-Label, Randomized Study of Atezolizumab (MPDL3280A, Anti-Pd-L1 Antibody) in Combination With Carboplatin or Cisplatin + Pemetrexed Compared With Carboplatin or Cisplatin + Pemetrexed in Patients Who Are Chemotherapy-Naive and Have Stage IV Non-Squamous Non-Small Cell Lung Cancer","This is a randomized, Phase III, multicenter, open-label study designed to evaluate the safety and efficacy of atezolizumab in combination with cisplatin or carboplatin + pemetrexed compared with treatment with cisplatin or carboplatin + pemetrexed in participants who are chemotherapy-naive and have Stage IV non-squamous NSCLC. Eligible participants will be randomized by a 1:1 ratio into 2 groups: Arm A (Atezolizumab + Carboplatin or Cisplatin + Pemetrexed) and Arm B (Carboplatin or Cisplatin + Pemetrexed). The study will be conducted in two phases: Induction Phase and Maintenance Phase.",2016,4,Phase 3,['Non-Small Cell Lung Cancer'],568,Recruiting,"['Lung Neoplasms', 'Carcinoma, Non-Small-Cell Lung']",Lung Neoplasms
Roche,NCT02658734.xml,"A Multicenter, Open-Label, Single-Arm, Phase IV Study of Trastuzumab Emtansine in Indian Patients With HER2-Positive Unresectable Locally Advanced or Metastatic Breast Cancer Who Have Received Prior Treatment With Trastuzumab and a Taxane","This is a Phase IV, single-arm, multicenter, open-label clinical trial designed to assess the safety of trastuzumab emtansine in Indian patients with HER2-positive unresectable locally advanced breast cancer (LABC) or metastatic breast cancer (mBC) who have received prior treatment with trastuzumab and a taxane.",2016,11,Phase 4,"['HER2 Positive Breast Cancer, Metastatic Breast Cancer, Locally Advanced Breast Cancer']",70,Recruiting,['Breast Neoplasms'],Breast Neoplasms
Roche,NCT02694536.xml,"A Phase IIIb Study of Tarceva (Erlotinib) in Patients With Locally Advanced, Unresectable or Metastatic Pancreatic Cancer","This open-label, single-arm, multicenter trial is designed to evaluate the safety of erlotinib in combination with standard of care chemotherapy (gemcitabine) in participants with locally advanced, unresectable, or metastatic pancreatic cancer.",2006,8,Phase 3,['Pancreatic Cancer'],80,Completed,['Pancreatic Neoplasms'],Pancreatic Neoplasms
Roche,NCT02694718.xml,A Phase II Study of Capecitabine Plus Oxaliplatin in Combination With Pre-operative Pelvic Radiotherapy in Rectal Cancer,The purpose of this study is to determine the pathological complete tumor response rate.,2005,3,Phase 2,['Rectal Cancer'],60,Completed,['Rectal Neoplasms'],Rectal Neoplasms
Roche,NCT02716792.xml,"Randomized, Open Label Study to Evaluate Renal Safety of Intravenous Bondronat 6 mg Infusions Over 15 Minutes Versus 60 Minutes in Patients With Metastatic Bone Disease Due to Breast Cancer","This study will evaluate renal function in participants with metastatic bone disease due to breast cancer receiving intravenous (IV) infusions of ibandronate (Bondronat) 6 milligrams (mg), over either 15 minutes or 60 minutes, every 3 weeks. Efficacy and safety of ibandronate in the 2 groups of participants will also be compared. The anticipated time on study treatment is 7 months, and the target sample size is 318 individuals.",2006,1,Phase 3,['Pain; Bone Neoplasms; Neoplasm Metastasis'],334,Completed,"['Neoplasm Metastasis', 'Bone Diseases', 'Bone Neoplasms']",Bone Neoplasms
Roche,NCT02738970.xml,"A Phase I, Open-Label, Two-Part, Multicenter Perjeta® Subcutaneous Dose-Finding Study in Combination With Herceptin® in Healthy Male Volunteers and Female Patients With Early Breast Cancer","This study involves a two-part design. Part 1 is designed to determine the optimal dose of subcutaneous (SC) Perjeta, injected alone or mixed with Herceptin, that results in comparable exposure to intravenous (IV) Perjeta. Exposure between SC Perjeta and IV Perjeta will be compared using a compilation of pharmacokinetic (PK) parameters such as area under the concentration-time curve (AUC), maximum serum concentration (Cmax), time of maximum concentration (Tmax), and serum trough concentration (Ctrough). Part 2 is designed to confirm the dosing regimen in women with EBC on the basis of safety, tolerability, and PK assessments.",2016,6,Phase 1,['Early Breast Cancer'],88,Completed,['Breast Neoplasms'],Breast Neoplasms
